"CaseNumber","Subject","Priority","Owner","Classification","RelatedObject","WorkbookTheme","DevWorkBucket","DevReadiness","ProposedDryRunAction","TargetApiNames","TargetFieldCount","CandidateActiveFlows","CandidateValidationRules","CandidateTriggers","CandidateApexClasses","CandidateUiBundles","RequiredTestData","ProductionWriteRequiredEventually"
"00010464","Dims and weight","Medium","Jasmine Dearth","Salesforce Idea","Asset2","New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010491","adding of support engineer, so its visible to engineer who they are attending visit with","Medium","Harriet Langley","Salesforce Improvement","Field Service Lightning","New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ServiceAppointment; WorkOrder; WorkOrderLineItem","1220","Add_Coverage_Level_to_Service_Appointment_On_Creation; Assigned_Resource_Trigger_Dispatch_Tech_Call; Assigned_Resource_Trigger_Send_New_Resource_Dispatch_Email; Auto_Create_RMAs_from_Service_Appointments_for_UK; Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App","Asset_must_be_purchasing_approved; Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Dont_allow_scheduled_or_dispatched; isDueDateExist; isDurationExist; isEarliestStartTimeExist; Related_Service_with_time_dependency","CalculateTravelTimeOnServiceChange; P_ServiceWorkOrderTrigger; P_WorkOrderLineItemTrigger; TR001_Service_AfterDelete; TR001_Service_AfterInsert; TR001_Service_AfterUpdate; TR001_Service_BeforeDelete; TR001_Service_BeforeInsert","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; searchServiceAppointments","Work Order, Service Appointment, Service Resource, Assigned Resource, operating hours, mobile/dispatcher persona","Only controlled metadata deployment after approval"
"00010514","CORE EXCHANGE RMA NOT AUTOMATICALLY OPENING ON WO","Medium","Ashley Madson","Salesforce Improvement","Work Order","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","WorkOrder; Work_Order__c","688","Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App; Create_Contract_Line_Items_Entitlements_and_Work_Orders_V4; Create_Field_Service_Work_Order_in_Salesforce; Create_FSL_Work_Order_on_SF_Objects; Create_Pricing_Request_from_Work_Order_Opportunity","Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Must_give_reason_for_cancelling; Shipping_Account_Preference_Control; UK_Closed_Work_Order_Must_Have_End_Date","P_ServiceWorkOrderTrigger; TR022_WorkOrder_AfterInsert; TR022_WorkOrder_AfterUpdate; TR022_WorkOrder_BeforeInsert; TR022_WorkOrder_BeforeUpdate; UKBusinessHours; WorkOrderTrigger; WorkOrderUpdate","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; workOrderProductHost","WorkOrder, Work_Order__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010516","Bar Code Scan location into ""Current Location"" field","Medium","Richard Gerler","Salesforce Improvement","Asset2","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010535","new asset creation for Probo Canada","Medium","Nick Smitton","Salesforce Improvement","Asset2","New/Edit Workflow","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010555","Return Label Tracking  - woudl be great if can do this in conjunction with Case 00010017","Medium","Matt Mooney","Salesforce Improvement","Opportunity","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010559","Prevent Support Engineer appointments pulling in Shipping Information from Parent SA.","Medium","Tom Meredith","Salesforce Improvement","Field Service Lightning","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ServiceAppointment; WorkOrder; WorkOrderLineItem","1220","Add_Coverage_Level_to_Service_Appointment_On_Creation; Assigned_Resource_Trigger_Dispatch_Tech_Call; Assigned_Resource_Trigger_Send_New_Resource_Dispatch_Email; Auto_Create_RMAs_from_Service_Appointments_for_UK; Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App","Asset_must_be_purchasing_approved; Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Dont_allow_scheduled_or_dispatched; isDueDateExist; isDurationExist; isEarliestStartTimeExist; Related_Service_with_time_dependency","CalculateTravelTimeOnServiceChange; P_ServiceWorkOrderTrigger; P_WorkOrderLineItemTrigger; TR001_Service_AfterDelete; TR001_Service_AfterInsert; TR001_Service_AfterUpdate; TR001_Service_BeforeDelete; TR001_Service_BeforeInsert","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; searchServiceAppointments","Work Order, Service Appointment, Service Resource, Assigned Resource, operating hours, mobile/dispatcher persona","Only controlled metadata deployment after approval"
"00010560","Include Equipment Location within the address of the SA for FSL (on overview page)","Medium","Tom Meredith","Salesforce Improvement","Field Service Lightning","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ServiceAppointment; WorkOrder; WorkOrderLineItem","1220","Add_Coverage_Level_to_Service_Appointment_On_Creation; Assigned_Resource_Trigger_Dispatch_Tech_Call; Assigned_Resource_Trigger_Send_New_Resource_Dispatch_Email; Auto_Create_RMAs_from_Service_Appointments_for_UK; Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App","Asset_must_be_purchasing_approved; Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Dont_allow_scheduled_or_dispatched; isDueDateExist; isDurationExist; isEarliestStartTimeExist; Related_Service_with_time_dependency","CalculateTravelTimeOnServiceChange; P_ServiceWorkOrderTrigger; P_WorkOrderLineItemTrigger; TR001_Service_AfterDelete; TR001_Service_AfterInsert; TR001_Service_AfterUpdate; TR001_Service_BeforeDelete; TR001_Service_BeforeInsert","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; searchServiceAppointments","Work Order, Service Appointment, Service Resource, Assigned Resource, operating hours, mobile/dispatcher persona","Only controlled metadata deployment after approval"
"00010632","Asset Location on Opps","Medium","Eric Szukis","Salesforce Improvement","Opportunity","Edit Fields & layouts","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009087","Part Number not puling in PO Product","Medium","Tom Meredith","Salesforce Improvement","Opportunity","New/Edit Workflows, Dashboards/Reports/Notifications, New/Edit Fields","Reports / dashboards / notifications","Buildable in Dev with representative data and folder-sharing personas","Locate report type, report/folder or notification metadata; reproduce visibility/filter behavior; update in Dev and run persona UAT.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009220","Parts requiring return option within FSL SA close out","Medium","Tom Meredith","Salesforce Improvement","Field Service Lightning","New/Edit Workflows, Dashboards/Reports/Notifications, New/Edit Fields","Reports / dashboards / notifications","Buildable in Dev with representative data and folder-sharing personas","Locate report type, report/folder or notification metadata; reproduce visibility/filter behavior; update in Dev and run persona UAT.","ServiceAppointment; WorkOrder; WorkOrderLineItem","1220","Add_Coverage_Level_to_Service_Appointment_On_Creation; Assigned_Resource_Trigger_Dispatch_Tech_Call; Assigned_Resource_Trigger_Send_New_Resource_Dispatch_Email; Auto_Create_RMAs_from_Service_Appointments_for_UK; Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App","Asset_must_be_purchasing_approved; Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Dont_allow_scheduled_or_dispatched; isDueDateExist; isDurationExist; isEarliestStartTimeExist; Related_Service_with_time_dependency","CalculateTravelTimeOnServiceChange; P_ServiceWorkOrderTrigger; P_WorkOrderLineItemTrigger; TR001_Service_AfterDelete; TR001_Service_AfterInsert; TR001_Service_AfterUpdate; TR001_Service_BeforeDelete; TR001_Service_BeforeInsert","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; searchServiceAppointments","Work Order, Service Appointment, Service Resource, Assigned Resource, operating hours, mobile/dispatcher persona","Only controlled metadata deployment after approval"
"00009282","Enable Ability To Change ""Sub Location"" on an asset","Medium","Blake Nielsen","Other","Asset2","New/Edit Workflows, Dashboards/Reports/Notifications, New/Edit Fields","Reports / dashboards / notifications","Buildable in Dev with representative data and folder-sharing personas","Locate report type, report/folder or notification metadata; reproduce visibility/filter behavior; update in Dev and run persona UAT.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009440","Warehouse stock list transfer to SF","Medium","Gretchen Scarborough","Administrative (Reports & Dashboards)","Product","Dashboards/Reports/Notifications","Reports / dashboards / notifications","Buildable in Dev with representative data and folder-sharing personas","Locate report type, report/folder or notification metadata; reproduce visibility/filter behavior; update in Dev and run persona UAT.","Product2; Product_Analytics__c","610","Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Change_Contract_Line_Item_Product_UK; Delete_Select_Products_from_Opportunity_Screen_Flow; IR_Product_Before_Delete_Total_IR_Product_Cost_Roll_Up; IR_Product_on_create_Total_IR_Product_Cost_Roll_Up","Array_carriage_replacement; Array_drive_switch_or_board_replacement; Array_drive_system_replacement; Array_replacement; Bending_rubber_glue_beads_replacement; Cable_advanced_whitening; Cable_jacket_refurb; Cable_jacket_splice","P_ProductAnalyticsTrigger; UpdateProductFields","AddIRProductServices; AddIRProductServicesTest; addproduct; AddProductPortal; AddProductPortalTestClass","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; addProductLwc; addProductMainLwc; addProductSearchLwc","Product2, Product_Analytics__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009830","MO RMA and Complaint Report/Dashboard","Medium","Jehovany Hernandez","Administrative (Reports & Dashboards)","RMA","Dashboards/Reports/Notifications","Reports / dashboards / notifications","Buildable in Dev with representative data and folder-sharing personas","Locate report type, report/folder or notification metadata; reproduce visibility/filter behavior; update in Dev and run persona UAT.","RMA__c","288","","Approving_repairs_that_cannot_be_done; Asset_Must_Be_a_Customer_Repair_on_RMA; Asset_No_to_be_returned_is_not_blank; Cannot_Change_Original_Time_Warranty; Cannot_Change_RMA_Type_After_Received; Cannot_change_status_once_approved; Fill_out_complaint; Fill_out_customer_expectation","CreateApprovedRepairs; P_RMATrigger","","","RMA__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010017","Loaner SN to Pull into Closed Won Shipping Notification e-mail  that SFDC automatically generates - i can send example if helpful","Medium","Matt Mooney","Salesforce Improvement","Opportunity","Dashboards/Reports/Notifications","Reports / dashboards / notifications","Buildable in Dev with representative data and folder-sharing personas","Locate report type, report/folder or notification metadata; reproduce visibility/filter behavior; update in Dev and run persona UAT.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010148","New Laptop","Medium","Ben Rice","Administrative (Reports & Dashboards)","OTHER","Custom","Reports / dashboards / notifications","Buildable in Dev with representative data and folder-sharing personas","Locate report type, report/folder or notification metadata; reproduce visibility/filter behavior; update in Dev and run persona UAT.","","0","","","","","","Exact production example must be converted to sanitized test data","Only controlled metadata deployment after approval"
"00010197","Multiple reports no longer visible","Medium","Stephen Glasgow","Administrative (Reports & Dashboards)","OTHER","Reports","Reports / dashboards / notifications","Buildable in Dev with representative data and folder-sharing personas","Locate report type, report/folder or notification metadata; reproduce visibility/filter behavior; update in Dev and run persona UAT.","","0","","","","","","Exact production example must be converted to sanitized test data","Only controlled metadata deployment after approval"
"00010270","Asset Creation","Medium","Ethan Ferrell","Administrative (Reports & Dashboards)","Asset2","New/Edit Workflows","Reports / dashboards / notifications","Buildable in Dev with representative data and folder-sharing personas","Locate report type, report/folder or notification metadata; reproduce visibility/filter behavior; update in Dev and run persona UAT.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
